Member_number,Date,itemDescription,,istext
3142,11/5/2014,other vegetables,,FALSE
4862,12/10/2014,beef,,FALSE
4245,13-09-2014,rolls/buns,,TRUE
2570,19-06-2014,frozen potato products,,TRUE
2839,29-06-2014,beef,,TRUE
3626,11/6/2014,bottled beer,,FALSE
2119,6/7/2014,onions,,FALSE
3409,8/9/2014,soda,,FALSE
1842,30-05-2014,vinegar,,TRUE
1568,9/3/2014,nuts/prunes,,FALSE
3050,3/5/2014,dessert,,FALSE
2577,28-06-2014,sausage,,TRUE
1898,11/11/2014,rum,,FALSE
1946,8/11/2014,meat,,FALSE
4075,2/12/2014,cream cheese ,,FALSE
2401,25-06-2014,hamburger meat,,TRUE
2014,8/10/2014,yogurt,,FALSE
2081,18-05-2014,hamburger meat,,TRUE
2838,19-04-2014,pastry,,TRUE
4319,29-09-2014,pip fruit,,TRUE
2122,16-09-2014,rolls/buns,,TRUE
3099,20-09-2014,pork,,TRUE
2077,28-04-2014,male cosmetics,,TRUE
4881,30-12-2014,citrus fruit,,TRUE
1373,28-04-2014,tea,,TRUE
2514,24-06-2014,newspapers,,TRUE
4772,19-12-2014,tropical fruit,,TRUE
4592,20-06-2014,herbs,,TRUE
1468,12/4/2014,zwieback,,FALSE
3879,14-10-2014,tropical fruit,,TRUE
3805,20-07-2014,beverages,,TRUE
1392,15-08-2014,napkins,,TRUE
4961,2/11/2014,whole milk,,FALSE
4541,7/10/2014,rolls/buns,,FALSE
4206,7/4/2014,whipped/sour cream,,FALSE
2187,22-08-2014,beverages,,TRUE
1087,25-07-2014,other vegetables,,TRUE
3251,5/11/2014,beef,,FALSE
3582,8/4/2014,fruit/vegetable juice,,FALSE
3924,12/1/2014,hamburger meat,,FALSE
3193,29-05-2014,whole milk,,TRUE
1371,17-08-2014,root vegetables,,TRUE
3111,19-02-2014,citrus fruit,,TRUE
1585,20-04-2014,soda,,TRUE
4817,13-06-2014,instant coffee,,TRUE
4207,21-10-2014,whole milk,,TRUE
1158,19-02-2014,whole milk,,TRUE
4637,7/4/2014,pastry,,FALSE
1231,23-11-2014,hard cheese,,TRUE
2217,24-04-2014,whipped/sour cream,,TRUE
4933,1/8/2014,whole milk,,FALSE
3153,26-10-2014,whipped/sour cream,,TRUE
3827,28-02-2014,root vegetables,,TRUE
1427,26-06-2014,onions,,TRUE
1151,12/12/2014,curd,,FALSE
3206,5/11/2014,soda,,FALSE
1979,12/4/2014,brown bread,,FALSE
2346,23-12-2014,liver loaf,,TRUE
1443,13-01-2014,hamburger meat,,TRUE
4791,27-02-2014,sausage,,TRUE
3321,11/3/2014,white bread,,FALSE
4335,17-07-2014,rolls/buns,,TRUE
1517,3/9/2014,sausage,,FALSE
4140,2/1/2014,curd,,FALSE
3140,15-12-2014,chicken,,TRUE
4245,21-11-2014,bottled water,,TRUE
3481,30-05-2014,yogurt,,TRUE
3107,23-04-2014,bottled water,,TRUE
3015,7/8/2014,root vegetables,,FALSE
4248,9/10/2014,rolls/buns,,FALSE
4510,4/12/2014,other vegetables,,FALSE
3306,5/6/2014,canned beer,,FALSE
1601,9/8/2014,butter,,FALSE
2787,28-04-2014,chocolate,,TRUE
3931,19-07-2014,ham,,TRUE
1590,21-06-2014,fruit/vegetable juice,,TRUE
3188,16-10-2014,whole milk,,TRUE
4021,9/9/2014,yogurt,,FALSE
3785,16-07-2014,cat food,,TRUE
1682,10/9/2014,yogurt,,FALSE
1480,25-05-2014,beef,,TRUE
4165,6/10/2014,pip fruit,,FALSE
4786,4/5/2014,pastry,,FALSE
4748,19-04-2014,other vegetables,,TRUE
4342,1/9/2014,ham,,FALSE
2483,21-02-2014,herbs,,TRUE
4243,30-03-2014,napkins,,TRUE
3075,12/4/2014,organic products,,FALSE
1983,26-06-2014,pip fruit,,TRUE
4567,16-03-2014,specialty chocolate,,TRUE
3459,21-06-2014,pastry,,TRUE
2369,23-07-2014,tropical fruit,,TRUE
1998,13-10-2014,ice cream,,TRUE
4685,20-01-2014,soft cheese,,TRUE
2036,20-07-2014,whipped/sour cream,,TRUE
1094,26-08-2014,chocolate marshmallow,,TRUE
3953,19-05-2014,soda,,TRUE
2303,31-01-2014,decalcifier,,TRUE
2930,25-04-2014,soda,,TRUE
2187,26-12-2014,specialty bar,,TRUE
3595,17-01-2014,other vegetables,,TRUE
3956,19-12-2014,butter milk,,TRUE
1595,26-01-2014,other vegetables,,TRUE
2597,25-10-2014,pip fruit,,TRUE
1717,6/4/2014,rolls/buns,,FALSE
3544,12/3/2014,frozen dessert,,FALSE
2226,6/9/2014,sliced cheese,,FALSE
3696,2/11/2014,waffles,,FALSE
4804,10/8/2014,tropical fruit,,FALSE
1333,10/10/2014,citrus fruit,,FALSE
4892,27-12-2014,other vegetables,,TRUE
2109,22-06-2014,bottled beer,,TRUE
1737,4/9/2014,yogurt,,FALSE
1778,27-11-2014,bottled water,,TRUE
2921,27-11-2014,yogurt,,TRUE
1129,25-01-2014,whole milk,,TRUE
4739,4/2/2014,flour,,FALSE
4024,15-10-2014,other vegetables,,TRUE
4140,20-02-2014,hygiene articles,,TRUE
2201,30-05-2014,whole milk,,TRUE
1815,24-10-2014,yogurt,,TRUE
3659,13-04-2014,citrus fruit,,TRUE
1569,20-05-2014,rolls/buns,,TRUE
3708,27-10-2014,yogurt,,TRUE
2394,18-10-2014,sausage,,TRUE
2366,7/10/2014,herbs,,FALSE
3603,4/11/2014,whole milk,,FALSE
1049,7/1/2014,specialty bar,,FALSE
4086,17-10-2014,tropical fruit,,TRUE
3577,7/2/2014,sugar,,FALSE
3487,9/2/2014,rolls/buns,,FALSE
1399,23-09-2014,beverages,,TRUE
4561,27-01-2014,pastry,,TRUE
3571,31-10-2014,pastry,,TRUE
1830,7/6/2014,citrus fruit,,FALSE
1426,18-11-2014,beef,,TRUE
2851,11/4/2014,other vegetables,,FALSE
2709,2/4/2014,whole milk,,FALSE
1741,8/10/2014,rolls/buns,,FALSE
1888,9/5/2014,yogurt,,FALSE
3500,20-11-2014,specialty chocolate,,TRUE
1136,4/6/2014,rolls/buns,,FALSE
4297,3/10/2014,beverages,,FALSE
2464,21-10-2014,berries,,TRUE
3711,20-05-2014,cat food,,TRUE
2508,21-09-2014,meat,,TRUE
2901,10/7/2014,processed cheese,,FALSE
1142,10/12/2014,rolls/buns,,FALSE
1564,15-11-2014,root vegetables,,TRUE
4791,4/2/2014,sausage,,FALSE
1150,29-08-2014,pip fruit,,TRUE
1499,11/5/2014,root vegetables,,FALSE
3278,13-03-2014,dish cleaner,,TRUE
1038,28-01-2014,margarine,,TRUE
3225,23-07-2014,tropical fruit,,TRUE
1728,22-06-2014,rolls/buns,,TRUE
3361,24-12-2014,pork,,TRUE
1349,13-12-2014,curd,,TRUE
3315,25-09-2014,rolls/buns,,TRUE
1897,15-07-2014,candles,,TRUE
2883,9/5/2014,hamburger meat,,FALSE
4341,12/2/2014,other vegetables,,FALSE
4933,21-04-2014,yogurt,,TRUE
4926,20-11-2014,rolls/buns,,TRUE
4256,3/2/2014,processed cheese,,FALSE
1450,20-05-2014,canned beer,,TRUE
4369,5/8/2014,butter milk,,FALSE
3266,14-12-2014,pork,,TRUE
2287,4/5/2014,flour,,FALSE
4444,9/7/2014,bottled water,,FALSE
1860,26-07-2014,soda,,TRUE
2854,19-06-2014,rolls/buns,,TRUE
1929,14-04-2014,rolls/buns,,TRUE
3105,12/4/2014,butter,,FALSE
1628,25-10-2014,pastry,,TRUE
4077,31-01-2014,coffee,,TRUE
3864,26-03-2014,bottled water,,TRUE
2024,17-05-2014,margarine,,TRUE
4635,17-10-2014,yogurt,,TRUE
2996,29-04-2014,coffee,,TRUE
4823,6/4/2014,root vegetables,,FALSE
2253,16-12-2014,root vegetables,,TRUE
4527,2/1/2014,brown bread,,FALSE
4692,29-08-2014,citrus fruit,,TRUE
5000,9/3/2014,fruit/vegetable juice,,FALSE
1736,11/3/2014,butter,,FALSE
2702,12/11/2014,bottled water,,FALSE
2065,28-01-2014,soda,,TRUE
1361,3/9/2014,rolls/buns,,FALSE
4721,26-01-2014,fruit/vegetable juice,,TRUE
3529,23-01-2014,fruit/vegetable juice,,TRUE
1052,5/12/2014,soda,,FALSE
2178,26-01-2014,beef,,TRUE
4883,26-12-2014,UHT-milk,,TRUE
1899,7/2/2014,soda,,FALSE
4679,2/2/2014,beef,,FALSE
2115,19-09-2014,canned beer,,TRUE
4418,12/9/2014,whole milk,,FALSE
4479,25-11-2014,rolls/buns,,TRUE
2048,24-11-2014,whole milk,,TRUE
1083,15-11-2014,hamburger meat,,TRUE
3725,20-09-2014,root vegetables,,TRUE
2481,7/8/2014,tropical fruit,,FALSE
1133,3/8/2014,yogurt,,FALSE
4464,19-05-2014,other vegetables,,TRUE
1591,19-12-2014,root vegetables,,TRUE
1964,30-08-2014,shopping bags,,TRUE
4594,28-11-2014,chocolate,,TRUE
1087,13-10-2014,ham,,TRUE
1664,6/10/2014,pork,,FALSE
2233,29-10-2014,frozen fish,,TRUE
4300,1/10/2014,citrus fruit,,FALSE
1955,16-11-2014,rolls/buns,,TRUE
3215,26-02-2014,rolls/buns,,TRUE
1407,3/11/2014,whole milk,,FALSE
2401,28-02-2014,other vegetables,,TRUE
4771,2/11/2014,meat,,FALSE
1776,28-04-2014,margarine,,TRUE
2185,4/9/2014,other vegetables,,FALSE
3465,30-09-2014,tropical fruit,,TRUE
4780,14-08-2014,root vegetables,,TRUE
1798,4/7/2014,yogurt,,FALSE
4148,26-06-2014,domestic eggs,,TRUE
2008,17-03-2014,root vegetables,,TRUE
4487,18-08-2014,spread cheese,,TRUE
4962,6/6/2014,hygiene articles,,FALSE
2411,24-03-2014,herbs,,TRUE
1879,2/10/2014,chocolate,,FALSE
1419,21-10-2014,cat food,,TRUE
3063,8/2/2014,frozen vegetables,,FALSE
1483,3/1/2014,pastry,,FALSE
2329,28-05-2014,misc. beverages,,TRUE
2524,22-08-2014,tea,,TRUE
2239,1/12/2014,curd,,FALSE
3668,5/9/2014,pip fruit,,FALSE
2340,8/4/2014,whole milk,,FALSE
4464,26-08-2014,candy,,TRUE
3737,6/4/2014,soda,,FALSE
3538,1/2/2014,waffles,,FALSE
1772,13-11-2014,yogurt,,TRUE
2451,2/8/2014,candy,,FALSE
3966,19-06-2014,root vegetables,,TRUE
4135,11/5/2014,whole milk,,FALSE
2747,24-09-2014,yogurt,,TRUE
1013,26-03-2014,tropical fruit,,TRUE
1356,19-12-2014,onions,,TRUE
4836,13-01-2014,whipped/sour cream,,TRUE
1784,5/9/2014,ham,,FALSE
2950,28-04-2014,liquor,,TRUE
2602,20-01-2014,cream cheese ,,TRUE
1087,20-04-2014,whole milk,,TRUE
3111,1/6/2014,oil,,FALSE
2831,18-05-2014,pip fruit,,TRUE
3428,21-10-2014,brown bread,,TRUE
3232,12/11/2014,whole milk,,FALSE
4983,13-12-2014,yogurt,,TRUE
4548,17-03-2014,sliced cheese,,TRUE
4388,16-08-2014,frozen fish,,TRUE
2315,27-10-2014,tea,,TRUE
3320,19-02-2014,whipped/sour cream,,TRUE
2589,31-03-2014,whole milk,,TRUE
2376,8/11/2014,rolls/buns,,FALSE
2802,15-12-2014,whole milk,,TRUE
4771,6/3/2014,coffee,,FALSE
4917,2/12/2014,pastry,,FALSE
3578,10/9/2014,oil,,FALSE
2532,21-09-2014,rolls/buns,,TRUE
2091,18-01-2014,photo/film,,TRUE
1661,21-01-2014,pip fruit,,TRUE
3517,24-10-2014,yogurt,,TRUE
4138,24-08-2014,beef,,TRUE
1312,2/9/2014,pip fruit,,FALSE
4678,13-03-2014,citrus fruit,,TRUE
1040,24-10-2014,root vegetables,,TRUE
4094,21-10-2014,canned beer,,TRUE
4584,29-08-2014,citrus fruit,,TRUE
1696,23-08-2014,domestic eggs,,TRUE
1553,23-07-2014,yogurt,,TRUE
4272,10/5/2014,domestic eggs,,FALSE
4066,7/8/2014,zwieback,,FALSE
1602,15-03-2014,yogurt,,TRUE
2595,18-08-2014,tropical fruit,,TRUE
2440,22-06-2014,coffee,,TRUE
1764,3/1/2014,honey,,FALSE
4505,24-06-2014,other vegetables,,TRUE
2643,12/12/2014,spread cheese,,FALSE
2907,15-10-2014,sausage,,TRUE
2479,18-11-2014,soda,,TRUE
4071,16-12-2014,beverages,,TRUE
4939,8/1/2014,beef,,FALSE
3756,15-11-2014,napkins,,TRUE
4024,30-03-2014,white bread,,TRUE
4132,4/11/2014,whole milk,,FALSE
3256,17-10-2014,pork,,TRUE
2396,10/5/2014,pip fruit,,FALSE
2471,12/8/2014,other vegetables,,FALSE
1248,14-08-2014,tropical fruit,,TRUE
3957,3/10/2014,rolls/buns,,FALSE
4347,9/7/2014,citrus fruit,,FALSE
3840,11/1/2014,butter,,FALSE
3864,30-12-2014,other vegetables,,TRUE
3918,6/12/2014,tropical fruit,,FALSE
3539,27-08-2014,white wine,,TRUE
4676,13-11-2014,domestic eggs,,TRUE
1589,11/1/2014,dessert,,FALSE
4415,14-07-2014,pip fruit,,TRUE
1597,23-12-2014,other vegetables,,TRUE
2743,12/5/2014,beef,,FALSE
3646,26-05-2014,newspapers,,TRUE
2796,18-04-2014,other vegetables,,TRUE
4638,3/11/2014,nuts/prunes,,FALSE
2501,5/6/2014,other vegetables,,FALSE
3082,7/9/2014,tropical fruit,,FALSE
3942,7/3/2014,white wine,,FALSE
1602,2/8/2014,ice cream,,FALSE
4668,4/5/2014,chicken,,FALSE
4661,30-05-2014,whipped/sour cream,,TRUE
1889,16-11-2014,root vegetables,,TRUE
1097,26-11-2014,hard cheese,,TRUE
3033,25-09-2014,other vegetables,,TRUE
2251,6/2/2014,citrus fruit,,FALSE
4957,15-05-2014,misc. beverages,,TRUE
2751,4/6/2014,frozen meals,,FALSE
2141,23-02-2014,yogurt,,TRUE
3667,15-04-2014,fruit/vegetable juice,,TRUE
2531,24-08-2014,herbs,,TRUE
1785,25-05-2014,curd,,TRUE
3330,19-08-2014,tropical fruit,,TRUE
2048,17-12-2014,rolls/buns,,TRUE
3337,19-08-2014,citrus fruit,,TRUE
3749,10/12/2014,pip fruit,,FALSE
4190,30-12-2014,soda,,TRUE
1136,15-07-2014,root vegetables,,TRUE
4797,11/2/2014,citrus fruit,,FALSE
1224,31-08-2014,UHT-milk,,TRUE
3903,16-04-2014,butter,,TRUE
1803,25-10-2014,citrus fruit,,TRUE
2056,26-12-2014,citrus fruit,,TRUE
1852,14-07-2014,soda,,TRUE
4962,17-10-2014,whole milk,,TRUE
4183,26-03-2014,other vegetables,,TRUE
2673,23-04-2014,root vegetables,,TRUE
4348,6/8/2014,citrus fruit,,FALSE
2629,26-05-2014,whole milk,,TRUE
1256,14-10-2014,sugar,,TRUE
1051,13-01-2014,hamburger meat,,TRUE
4014,31-07-2014,other vegetables,,TRUE
4078,11/1/2014,ham,,FALSE
3962,13-12-2014,white bread,,TRUE
3182,19-02-2014,beef,,TRUE
1013,28-03-2014,mustard,,TRUE
1913,14-12-2014,rolls/buns,,TRUE
2694,9/10/2014,rolls/buns,,FALSE
2952,24-09-2014,sugar,,TRUE
2849,28-05-2014,pip fruit,,TRUE
2608,17-10-2014,pastry,,TRUE
1966,23-09-2014,rolls/buns,,TRUE
2361,15-12-2014,hard cheese,,TRUE
4469,29-11-2014,root vegetables,,TRUE
4910,27-11-2014,soda,,TRUE
1526,13-07-2014,yogurt,,TRUE
2772,7/11/2014,rolls/buns,,FALSE
2059,7/9/2014,whole milk,,FALSE
1793,25-08-2014,beef,,TRUE
4753,1/12/2014,whole milk,,FALSE
4915,11/1/2014,yogurt,,FALSE
1281,28-07-2014,rolls/buns,,TRUE
3262,16-04-2014,pip fruit,,TRUE
4391,23-01-2014,canned fish,,TRUE
4751,29-11-2014,soft cheese,,TRUE
4643,9/3/2014,other vegetables,,FALSE
4015,18-12-2014,hamburger meat,,TRUE
3561,28-12-2014,other vegetables,,TRUE
1018,1/10/2014,curd,,FALSE
1065,23-01-2014,hamburger meat,,TRUE
4779,7/5/2014,pip fruit,,FALSE
4615,29-10-2014,whole milk,,TRUE
4522,27-05-2014,other vegetables,,TRUE
2207,9/4/2014,rolls/buns,,FALSE
3866,19-08-2014,onions,,TRUE
2530,30-10-2014,bottled water,,TRUE
1189,23-02-2014,tropical fruit,,TRUE
4499,25-06-2014,soda,,TRUE
4828,26-08-2014,frozen vegetables,,TRUE
1738,15-07-2014,brown bread,,TRUE
1587,15-05-2014,rolls/buns,,TRUE
4206,27-11-2014,frozen vegetables,,TRUE
3118,7/11/2014,other vegetables,,FALSE
4462,28-03-2014,chewing gum,,TRUE
2872,6/8/2014,liquor (appetizer),,FALSE
1791,5/8/2014,pork,,FALSE
2809,1/4/2014,bottled beer,,FALSE
2568,22-12-2014,canned beer,,TRUE
3758,16-07-2014,grapes,,TRUE
4237,20-05-2014,pork,,TRUE
4779,15-06-2014,citrus fruit,,TRUE
3575,16-11-2014,butter milk,,TRUE
2097,28-09-2014,rolls/buns,,TRUE
3573,13-10-2014,herbs,,TRUE
2425,11/11/2014,rolls/buns,,FALSE
1115,3/8/2014,other vegetables,,FALSE
3518,10/8/2014,candy,,FALSE
3073,6/7/2014,fruit/vegetable juice,,FALSE
1654,7/6/2014,whole milk,,FALSE
2343,6/4/2014,white bread,,FALSE
4499,20-12-2014,fruit/vegetable juice,,TRUE
3910,30-12-2014,newspapers,,TRUE
3893,8/1/2014,salty snack,,FALSE
2713,7/11/2014,coffee,,FALSE
4510,12/3/2014,citrus fruit,,FALSE
1466,25-04-2014,root vegetables,,TRUE
4636,28-07-2014,soda,,TRUE
1554,23-05-2014,pip fruit,,TRUE
3039,20-08-2014,finished products,,TRUE
4124,31-05-2014,fruit/vegetable juice,,TRUE
1533,15-03-2014,cream cheese ,,TRUE
4110,3/12/2014,domestic eggs,,FALSE
3042,14-09-2014,other vegetables,,TRUE
4915,28-06-2014,other vegetables,,TRUE
3271,20-11-2014,soda,,TRUE
1245,27-09-2014,coffee,,TRUE
4915,20-02-2014,sausage,,TRUE
4062,27-11-2014,yogurt,,TRUE
3687,1/10/2014,rolls/buns,,FALSE
3020,13-06-2014,rolls/buns,,TRUE
2388,20-02-2014,pork,,TRUE
3896,11/7/2014,newspapers,,FALSE
1453,13-03-2014,citrus fruit,,TRUE
1294,5/7/2014,hygiene articles,,FALSE
3034,6/10/2014,sausage,,FALSE
1707,22-12-2014,bottled beer,,TRUE
1676,15-05-2014,other vegetables,,TRUE
1652,15-03-2014,root vegetables,,TRUE
1573,18-05-2014,pastry,,TRUE
3712,14-08-2014,male cosmetics,,TRUE
3045,15-06-2014,turkey,,TRUE
1827,1/9/2014,soda,,FALSE
4860,13-01-2014,pastry,,TRUE
4353,12/7/2014,tropical fruit,,FALSE
4782,12/10/2014,whole milk,,FALSE
1687,31-07-2014,chicken,,TRUE
1421,26-12-2014,beverages,,TRUE
1110,13-10-2014,bottled water,,TRUE
2838,28-04-2014,liver loaf,,TRUE
3347,21-11-2014,soda,,TRUE
1159,6/2/2014,frozen vegetables,,FALSE
1309,10/8/2014,curd,,FALSE
3573,26-08-2014,yogurt,,TRUE
4673,20-08-2014,whole milk,,TRUE
2898,7/1/2014,rolls/buns,,FALSE
2820,24-11-2014,tropical fruit,,TRUE
4250,17-01-2014,yogurt,,TRUE
3909,13-08-2014,root vegetables,,TRUE
1289,9/8/2014,root vegetables,,FALSE
4561,4/9/2014,tropical fruit,,FALSE
1618,3/4/2014,canned fruit,,FALSE
4987,12/4/2014,other vegetables,,FALSE
1053,16-05-2014,waffles,,TRUE
1829,26-02-2014,brown bread,,TRUE
4601,27-03-2014,sausage,,TRUE
3101,2/9/2014,frozen dessert,,FALSE
4087,4/9/2014,pork,,FALSE
3276,8/8/2014,sausage,,FALSE
2901,14-04-2014,beverages,,TRUE
1332,18-04-2014,condensed milk,,TRUE
3368,21-08-2014,rolls/buns,,TRUE
4450,1/2/2014,beef,,FALSE
2843,14-04-2014,rolls/buns,,TRUE
3512,19-01-2014,other vegetables,,TRUE
2380,21-05-2014,long life bakery product,,TRUE
2371,22-05-2014,UHT-milk,,TRUE
1065,5/11/2014,tropical fruit,,FALSE
1969,10/2/2014,pork,,FALSE
2308,13-04-2014,yogurt,,TRUE
2350,30-05-2014,rolls/buns,,TRUE
1493,28-01-2014,root vegetables,,TRUE
4036,3/8/2014,pastry,,FALSE
3293,19-01-2014,nuts/prunes,,TRUE
4646,16-01-2014,whole milk,,TRUE
1163,30-04-2014,white bread,,TRUE
2273,14-08-2014,tropical fruit,,TRUE
3384,23-07-2014,sugar,,TRUE
4940,20-08-2014,soda,,TRUE
4528,27-06-2014,cookware,,TRUE
4367,3/10/2014,shopping bags,,FALSE
1283,9/2/2014,butter,,FALSE
2699,3/12/2014,sliced cheese,,FALSE
4483,3/7/2014,other vegetables,,FALSE
3841,1/8/2014,specialty cheese,,FALSE
4495,23-10-2014,whole milk,,TRUE
1565,2/7/2014,chewing gum,,FALSE
3961,18-12-2014,tropical fruit,,TRUE
2044,26-11-2014,pip fruit,,TRUE
2961,14-03-2014,pastry,,TRUE
2857,30-05-2014,meat,,TRUE
1797,31-07-2014,hard cheese,,TRUE
1912,19-10-2014,misc. beverages,,TRUE
3515,6/9/2014,root vegetables,,FALSE
1052,13-10-2014,soda,,TRUE
4888,4/6/2014,onions,,FALSE
2925,1/4/2014,male cosmetics,,FALSE
4145,17-05-2014,onions,,TRUE
1028,10/11/2014,soda,,FALSE
3779,27-10-2014,ham,,TRUE
3890,20-01-2014,newspapers,,TRUE
3608,16-11-2014,waffles,,TRUE
2828,1/2/2014,meat,,FALSE
1110,11/12/2014,soda,,FALSE
2811,22-07-2014,chocolate,,TRUE
1859,14-01-2014,soda,,TRUE
1783,12/5/2014,bottled water,,FALSE
2272,5/6/2014,whole milk,,FALSE
3159,23-07-2014,other vegetables,,TRUE
4846,4/12/2014,pot plants,,FALSE
2314,28-07-2014,whipped/sour cream,,TRUE
2646,23-10-2014,napkins,,TRUE
2443,4/2/2014,seasonal products,,FALSE
4979,18-11-2014,brown bread,,TRUE
3176,10/7/2014,bottled water,,FALSE
3641,1/2/2014,root vegetables,,FALSE
3560,26-11-2014,soft cheese,,TRUE
2956,3/5/2014,rolls/buns,,FALSE
4009,18-09-2014,canned fish,,TRUE
4597,17-07-2014,finished products,,TRUE
2438,25-05-2014,tropical fruit,,TRUE
1189,4/7/2014,bottled beer,,FALSE
4527,22-03-2014,newspapers,,TRUE
2731,27-08-2014,whole milk,,TRUE
1863,1/6/2014,bottled beer,,FALSE
3532,17-08-2014,whole milk,,TRUE
3309,19-03-2014,beef,,TRUE
1535,8/6/2014,napkins,,FALSE
2764,30-03-2014,tropical fruit,,TRUE
4140,29-01-2014,brown bread,,TRUE
2363,3/12/2014,white bread,,FALSE
2496,26-11-2014,zwieback,,TRUE
2814,15-12-2014,root vegetables,,TRUE
1100,18-12-2014,whole milk,,TRUE
2005,22-11-2014,brown bread,,TRUE
2673,16-12-2014,yogurt,,TRUE
3876,10/12/2014,domestic eggs,,FALSE
3483,19-10-2014,citrus fruit,,TRUE
4130,3/8/2014,liquor,,FALSE
2528,15-03-2014,candy,,TRUE
4153,27-07-2014,root vegetables,,TRUE
4407,25-12-2014,soda,,TRUE
2907,17-04-2014,citrus fruit,,TRUE
3541,18-03-2014,rolls/buns,,TRUE
2882,12/12/2014,sliced cheese,,FALSE
3507,13-02-2014,photo/film,,TRUE
3104,22-10-2014,dessert,,TRUE
1286,19-07-2014,bottled beer,,TRUE
3756,3/11/2014,yogurt,,FALSE
2242,1/12/2014,frozen vegetables,,FALSE
4481,11/8/2014,frozen meals,,FALSE
4910,26-02-2014,frozen meals,,TRUE
1287,7/8/2014,canned fruit,,FALSE
3067,17-11-2014,frozen potato products,,TRUE
1204,18-05-2014,root vegetables,,TRUE
4318,27-03-2014,pastry,,TRUE
3218,11/6/2014,cereals,,FALSE
2772,19-08-2014,soda,,TRUE
3823,10/12/2014,whole milk,,FALSE
1325,30-04-2014,napkins,,TRUE
1211,13-12-2014,specialty bar,,TRUE
1613,17-01-2014,tropical fruit,,TRUE
3706,17-11-2014,frozen potato products,,TRUE
3435,22-01-2014,other vegetables,,TRUE
1828,12/6/2014,canned beer,,FALSE
4204,11/11/2014,curd,,FALSE
1004,1/7/2014,canned beer,,FALSE
1520,3/6/2014,beef,,FALSE
3031,1/12/2014,whole milk,,FALSE
2450,31-07-2014,salt,,TRUE
1878,2/1/2014,root vegetables,,FALSE
3012,24-07-2014,whole milk,,TRUE
3484,6/8/2014,pip fruit,,FALSE
1908,30-05-2014,misc. beverages,,TRUE
4126,18-10-2014,coffee,,TRUE
3359,7/6/2014,shopping bags,,FALSE
2747,17-09-2014,whole milk,,TRUE
2467,30-11-2014,onions,,TRUE
4993,15-08-2014,onions,,TRUE
1738,10/8/2014,whole milk,,FALSE
2755,30-10-2014,salty snack,,TRUE
3035,21-02-2014,misc. beverages,,TRUE
4267,12/11/2014,rolls/buns,,FALSE
1907,20-04-2014,hamburger meat,,TRUE
3568,14-08-2014,bottled beer,,TRUE
1798,29-05-2014,beverages,,TRUE
3289,2/2/2014,hard cheese,,FALSE
4853,20-07-2014,misc. beverages,,TRUE
2144,13-05-2014,pork,,TRUE
2079,26-08-2014,turkey,,TRUE
3689,10/9/2014,pastry,,FALSE
4913,6/11/2014,rolls/buns,,FALSE
3830,1/4/2014,margarine,,FALSE
2829,7/7/2014,pork,,FALSE
4138,7/10/2014,salty snack,,FALSE
3484,19-11-2014,UHT-milk,,TRUE
2413,16-09-2014,yogurt,,TRUE
2164,30-09-2014,pork,,TRUE
3393,2/7/2014,whole milk,,FALSE
4325,3/3/2014,ice cream,,FALSE
1205,30-04-2014,whole milk,,TRUE
4793,14-12-2014,pork,,TRUE
4194,23-02-2014,root vegetables,,TRUE
2018,5/2/2014,tropical fruit,,FALSE
1881,18-08-2014,soda,,TRUE
3967,23-01-2014,hard cheese,,TRUE
4305,3/12/2014,whole milk,,FALSE
2637,18-06-2014,whole milk,,TRUE
2631,20-02-2014,frozen vegetables,,TRUE
1630,22-10-2014,whole milk,,TRUE
4860,30-05-2014,bottled water,,TRUE
2014,7/6/2014,dessert,,FALSE
1197,19-03-2014,pip fruit,,TRUE
1572,31-03-2014,bottled beer,,TRUE
1833,20-10-2014,other vegetables,,TRUE
3737,5/9/2014,other vegetables,,FALSE
3860,6/10/2014,rolls/buns,,FALSE
1954,16-08-2014,hamburger meat,,TRUE
1923,2/2/2014,meat,,FALSE
1052,4/1/2014,beef,,FALSE
2773,30-05-2014,female sanitary products,,TRUE
2070,13-04-2014,skin care,,TRUE
2632,10/12/2014,other vegetables,,FALSE
4999,19-05-2014,other vegetables,,TRUE
3158,4/10/2014,citrus fruit,,FALSE
3763,15-07-2014,tropical fruit,,TRUE
1740,26-07-2014,tropical fruit,,TRUE
3548,13-03-2014,tropical fruit,,TRUE
2404,22-10-2014,soda,,TRUE
2258,19-10-2014,soda,,TRUE
2795,19-03-2014,root vegetables,,TRUE
1270,12/7/2014,cake bar,,FALSE
4803,12/1/2014,root vegetables,,FALSE
1542,8/12/2014,hamburger meat,,FALSE
4929,8/5/2014,beef,,FALSE
4620,16-03-2014,root vegetables,,TRUE
2836,6/11/2014,meat,,FALSE
1692,12/6/2014,chewing gum,,FALSE
4563,20-05-2014,root vegetables,,TRUE
4210,17-03-2014,tropical fruit,,TRUE
1971,28-05-2014,white wine,,TRUE
1280,13-04-2014,butter milk,,TRUE
2632,22-06-2014,beef,,TRUE
3430,12/8/2014,tropical fruit,,FALSE
3554,15-01-2014,white bread,,TRUE
1924,22-11-2014,root vegetables,,TRUE
1064,21-04-2014,cream cheese ,,TRUE
3208,2/12/2014,fruit/vegetable juice,,FALSE
1895,6/4/2014,other vegetables,,FALSE
1865,17-02-2014,onions,,TRUE
